City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
272,coron,90,FR,1571094894,93,47.13,-0.65,59.0,6.93
273,mahebourg,40,MU,1571094894,94,-20.41,57.7,68.0,6.93
274,morant bay,20,JM,1571094894,74,17.88,-76.41,84.2,11.41
275,dumai,49,ID,1571094894,89,1.68,101.45,74.43,2.01
276,enumclaw,40,US,1571094895,54,47.2,-121.99,62.01,3.36
277,san patricio,98,PY,1571094895,96,-26.98,-56.83,65.89,12.09
278,laiyang,0,CN,1571094895,48,36.98,120.7,55.99,8.47
279,goure,2,NE,1571094895,24,13.98,10.27,90.0,11.01
280,ostrovnoy,97,RU,1571094896,96,68.05,39.51,30.11,6.05
281,schenectady,75,US,1571094896,51,42.81,-73.94,63.0,13.87
282,pevek,100,RU,1571094896,69,69.7,170.27,31.91,6.66
283,la llanada,75,CO,1571094896,77,1.47,-77.58,68.0,8.05
284,kieta,78,PG,1571094897,70,-6.22,155.63,83.1,4.84
285,birsk,80,RU,1571094897,95,55.42,55.54,40.75,7.53
286,abu dhabi,0,AE,1571094897,74,24.47,54.37,82.4,4.7
287,mandalgovi,0,MN,1571094897,34,45.76,106.27,26.42,8.33
288,mitchell,1,US,1571094898,51,43.71,-98.03,59.0,8.05
289,vila franca do campo,40,PT,1571094898,77,37.72,-25.43,71.01,4.7
290,ambilobe,68,MG,1571094898,78,-13.19,49.05,73.74,5.55
291,aragarcas,81,BR,1571094898,42,-15.9,-52.25,82.29,4.96
292,bafia,100,CM,1571094898,99,4.74,11.22,68.32,2.92
293,hambantota,100,LK,1571094898,79,6.12,81.12,80.64,4.14
294,saurimo,100,AO,1571094899,96,-9.66,20.4,66.38,2.28
295,svidnik,3,SK,1571094899,71,49.31,21.57,57.99,10.36
296,doha,1,QA,1571094899,74,25.29,51.53,87.8,3.36
297,tarko-sale,100,RU,1571094899,95,64.92,77.78,41.0,8.52
298,sur,0,OM,1571094899,47,22.57,59.53,77.72,1.05
299,saint-pierre,100,FR,1571094899,87,48.95,4.24,64.4,8.05
300,pisco,29,PE,1571094900,30,-13.71,-76.2,71.6,23.04
301,oranzherei,0,RU,1571094900,64,45.85,47.57,59.63,3.82
302,byron bay,90,AU,1571094900,73,-28.65,153.62,73.0,10.29
303,maku,0,IR,1571094900,36,39.29,44.45,45.5,1.19
304,fortuna,20,US,1571094901,72,40.6,-124.16,79.0,8.05
305,dapaong,56,TG,1571094901,77,10.86,0.2,79.47,7.03
306,lasa,4,CY,1571094901,43,34.92,32.53,78.8,11.41
307,wajir,26,KE,1571094901,65,1.75,40.07,80.38,11.85
308,londrina,75,BR,1571094902,73,-23.31,-51.16,77.0,2.24
309,santiago,99,PH,1571094902,95,16.69,121.54,71.73,1.92
310,dogondoutchi,46,NE,1571094902,22,13.64,4.03,87.96,4.97
311,balad,91,ID,1571094903,76,-6.76,108.42,73.67,8.05
312,hohhot,84,CN,1571094903,34,40.81,111.65,37.4,2.24
313,swellendam,43,ZA,1571094904,67,-34.02,20.44,62.6,9.17
314,memphis,75,US,1571094905,59,35.15,-90.05,69.01,3.36
315,port elizabeth,1,US,1571094906,71,39.31,-74.98,68.0,3.71
316,gurupi,32,BR,1571094907,39,-11.73,-49.07,83.71,4.09
317,zaoyang,56,CN,1571094907,65,32.12,112.76,55.38,4.77
318,dawei,100,MM,1571094908,73,14.07,98.19,81.48,13.93
319,namibe,62,AO,1571094908,85,-15.19,12.15,69.91,10.5
320,pitea,0,SE,1571094908,92,65.32,21.48,23.0,2.96
321,sao filipe,100,CV,1571094908,86,14.9,-24.5,77.63,20.21
322,andijon,72,UZ,1571094908,56,40.76,72.37,53.56,6.34
323,salekhard,100,RU,1571094910,95,66.54,66.62,37.08,16.42
324,bulungu,100,CD,1571094910,96,-4.54,18.6,70.54,3.79
325,amuntai,100,ID,1571094911,74,-2.42,115.25,81.27,0.73
326,qaqortoq,5,GL,1571094911,63,60.72,-46.03,30.2,2.24
327,chuzhou,24,CN,1571094911,68,32.25,118.33,60.01,1.01
328,alexandria,3,RO,1571094911,87,43.97,25.33,48.0,5.08
329,husavik,97,CA,1571094911,79,50.56,-96.99,39.99,5.36
330,pauini,61,BR,1571094911,92,-7.71,-67.0,74.82,0.55
331,norman wells,40,CA,1571094912,85,65.28,-126.83,32.0,2.24
332,chebarkul,72,RU,1571094912,82,54.98,60.37,40.6,8.17
333,nanortalik,0,GL,1571094912,68,60.14,-45.24,36.45,4.66
334,aquiraz,40,BR,1571094912,78,-3.9,-38.39,80.6,8.05
335,emborion,0,GR,1571094912,91,40.48,21.55,60.01,4.0
336,shingu,20,JP,1571094913,56,33.72,135.99,68.0,12.75
337,shimonoseki,40,JP,1571094913,68,33.97,130.94,66.99,14.99
338,svetlaya,0,RU,1571094913,47,46.54,138.33,38.1,10.5
339,kitui,42,KE,1571094913,90,-1.37,38.02,67.32,5.57
340,rock sound,0,BS,1571094913,78,24.9,-76.2,79.03,13.64
341,golden,1,US,1571094913,7,39.76,-105.22,75.2,10.29
342,agua verde,75,MX,1571094914,70,22.89,-105.97,88.0,12.75
343,arlit,0,NE,1571094914,18,18.74,7.39,86.09,7.23
344,kabare,80,RW,1571094914,91,-1.65,29.38,50.47,2.23
345,bogande,40,BF,1571094914,43,12.97,-0.14,85.71,8.35
346,iqaluit,75,CA,1571094915,85,63.75,-68.52,24.8,2.24
347,russell,1,US,1571094915,38,38.9,-98.86,79.0,14.99
348,yanam,56,IN,1571094915,93,16.73,82.22,76.17,3.9
349,entre rios,4,BR,1571094915,93,-11.94,-38.08,68.14,3.1
350,matara,4,BI,1571094915,84,-3.48,29.48,58.42,4.64
351,talnakh,100,RU,1571094916,90,69.49,88.39,28.13,3.57
352,yucaipa,1,US,1571094916,31,34.03,-117.04,84.99,8.05
353,port shepstone,32,ZA,1571094916,87,-30.74,30.45,65.01,9.35
354,chumikan,32,RU,1571094916,45,54.72,135.31,31.59,18.02
355,ugra,49,RU,1571094916,90,54.78,34.32,53.4,9.89
356,nouadhibou,100,MR,1571094916,73,20.93,-17.03,77.0,13.87
357,chirongui,3,YT,1571094917,94,-12.93,45.15,77.0,3.36
358,mackay,90,CA,1571094917,93,53.65,-115.58,37.4,5.82
359,north myrtle beach,20,US,1571094917,83,33.83,-78.68,73.99,4.7
360,aleksandrovskiy zavod,84,RU,1571094917,49,50.92,117.94,31.73,4.04
361,tiksi,97,RU,1571094917,87,71.64,128.87,14.92,6.52
362,scarborough,100,GB,1571094917,93,54.28,-0.41,52.0,13.87
363,ulladulla,31,AU,1571094918,67,-35.36,150.48,68.0,3.36
364,pacific grove,1,US,1571094918,59,36.62,-121.92,78.01,9.17
365,galdar,40,ES,1571094918,68,28.15,-15.65,71.6,12.75
366,nhulunbuy,40,AU,1571094918,65,-12.18,136.78,82.4,11.41
367,mount gambier,90,AU,1571094919,93,-37.83,140.78,55.4,8.05
368,coihaique,0,CL,1571094919,13,-45.58,-72.07,60.8,13.87
369,harper,40,US,1571094919,51,30.3,-99.24,84.2,8.05
370,kampene,100,CD,1571094919,97,-3.59,26.67,67.55,0.93
371,calvinia,0,ZA,1571094919,54,-31.47,19.78,51.93,7.15
372,inirida,99,CO,1571094920,94,3.87,-67.92,75.54,0.69
373,machachi,75,EC,1571094920,66,-0.51,-78.57,60.8,20.8
374,jacksonville,1,US,1571094920,69,30.33,-81.66,82.4,11.41
375,najran,35,SA,1571094921,32,17.54,44.22,69.8,5.78
376,alofi,75,NU,1571094921,61,-19.06,-169.92,82.4,12.75
377,itupiranga,92,BR,1571094921,74,-5.13,-49.33,84.2,4.7
378,phuntsholing,0,IN,1571094921,38,26.86,89.38,51.6,9.36
379,meulaboh,100,ID,1571094922,79,4.14,96.13,78.53,4.03
380,bubaque,57,GW,1571094922,76,11.28,-15.83,82.76,10.46
381,kropotkin,0,RU,1571094922,48,45.43,40.58,61.0,4.07
382,revelstoke,90,CA,1571094922,61,50.99,-118.19,50.0,1.2
383,rantepao,46,ID,1571094923,85,-2.97,119.9,72.84,1.21
384,balezino,89,RU,1571094923,95,57.97,53.01,37.02,6.61
385,jumla,52,NP,1571094923,90,29.28,82.18,40.48,3.27
386,solnechnyy,2,RU,1571094923,29,50.72,136.64,32.68,3.49
387,tadine,34,NC,1571094923,57,-21.55,167.88,72.54,12.05
388,mujiayingzi,0,CN,1571094925,21,42.12,118.78,38.37,4.06
389,tual,68,ID,1571094926,76,-5.67,132.75,80.96,4.47
390,pangkalanbuun,52,ID,1571094926,76,-2.68,111.62,81.16,1.86
391,honningsvag,100,NO,1571094926,75,70.98,25.97,37.49,1.69
392,kahului,20,US,1571094927,48,20.89,-156.47,87.8,17.22
393,reims,100,FR,1571094927,63,49.26,4.03,64.4,6.93
394,orlovskiy,20,RU,1571094927,69,46.87,42.05,55.06,4.18
395,karoi,0,ZW,1571094927,36,-16.82,29.68,67.46,11.36
396,lypnyazhka,100,UA,1571094928,84,48.45,31.08,54.73,7.23
397,ponta delgada,40,PT,1571094928,77,37.73,-25.67,71.01,4.7
398,palmer,8,AU,1571094928,62,-34.85,139.16,66.99,4.7
399,tilichiki,26,RU,1571094928,75,60.47,166.1,31.06,5.56
400,prado,19,CO,1571094929,71,3.75,-74.93,73.9,5.47
401,dukat,0,AL,1571094929,90,40.25,19.57,66.99,3.28
402,clermont,95,FR,1571094929,93,49.38,2.41,60.8,11.41
403,ferraz de vasconcelos,75,BR,1571094929,88,-23.54,-46.37,69.8,5.82
404,atasu,97,KZ,1571094929,74,48.68,71.64,48.58,15.79
405,galesong,20,ID,1571094929,50,-5.32,119.37,75.2,1.12
406,merauke,7,ID,1571094930,51,-8.49,140.4,84.87,7.59
407,porbandar,0,IN,1571094930,62,21.64,69.61,84.79,8.2
408,halifax,90,CA,1571094930,100,44.65,-63.58,54.0,8.05
409,xining,100,CN,1571094930,94,36.62,101.77,36.86,4.04
410,port hardy,90,CA,1571094931,87,50.7,-127.42,48.2,11.41
411,singapore,75,MY,1571094931,83,1.29,103.85,82.4,1.12
412,oktyabrskiy,91,RU,1571094931,67,55.61,37.97,60.8,11.18
413,luanda,75,AO,1571094931,88,-8.83,13.24,75.2,6.93
414,gorbehaza,25,HU,1571094931,87,47.83,21.23,51.8,3.36
415,vernon,1,CA,1571094932,66,50.27,-119.27,54.0,21.92
416,hollister,0,US,1571094932,35,36.85,-121.4,79.0,13.87
417,surman,0,LY,1571094932,73,32.76,12.57,77.2,16.7
418,tevriz,73,RU,1571094932,96,57.51,72.4,40.96,6.63
419,oranjestad,20,AW,1571094932,74,12.52,-70.03,84.2,16.11
420,cuamba,75,MZ,1571094933,77,-14.8,36.54,69.51,7.06
421,katangli,31,RU,1571094933,39,51.71,143.23,36.21,13.51
422,san cristobal,99,HN,1571094933,96,14.68,-86.92,67.77,1.58
423,codrington,66,AU,1571094933,68,-28.95,153.24,71.01,5.82
424,college,1,US,1571094933,43,64.86,-147.8,33.8,11.41
425,ojinaga,90,US,1571094934,73,29.56,-104.41,73.4,3.36
426,mileb,97,PH,1571094934,86,6.9,124.58,77.41,2.04
427,thanesar,0,IN,1571094934,79,29.98,76.83,67.96,3.02
428,maceio,40,BR,1571094934,83,-9.67,-35.74,75.2,8.05
429,jurm,0,AF,1571094934,77,36.86,70.83,31.23,1.06
430,albanel,75,CA,1571094935,87,48.88,-72.44,46.0,5.82
431,alberton,0,ZA,1571094935,55,-26.25,28.13,66.0,10.46
432,vardo,1,US,1571094935,36,39.62,-77.74,68.0,6.93
433,ingleside,1,CA,1571094935,75,45.0,-74.99,48.2,5.82
434,ardakan,35,IR,1571094935,34,32.31,54.02,64.4,2.24
435,bani walid,13,LY,1571094936,89,31.76,14.0,68.56,4.74
436,natitingou,97,BJ,1571094936,87,10.31,1.38,73.6,3.95
437,baleshwar,43,IN,1571094936,76,21.5,86.92,72.45,5.52
438,paamiut,0,GL,1571094936,39,61.99,-49.67,33.26,5.14
439,tonantins,50,BR,1571094937,94,-2.86,-67.77,74.61,2.08
440,san vicente,75,EC,1571094937,78,-0.59,-80.41,75.2,11.41
441,tanem,5,NO,1571094937,92,63.31,10.43,35.6,6.93
442,vila velha,40,BR,1571094937,78,-3.71,-38.6,80.6,8.05
443,langxiang,0,CN,1571094937,30,46.95,128.87,35.51,8.76
444,huescar,21,ES,1571094937,72,37.81,-2.54,54.0,1.99
445,batagay-alyta,100,RU,1571094938,95,67.8,130.41,16.21,2.33
446,faya,63,SA,1571094938,41,18.39,42.45,64.4,8.69
447,amarante do maranhao,38,BR,1571094938,56,-5.57,-46.74,79.95,3.72
448,jalu,0,LY,1571094938,35,29.03,21.55,76.46,9.52
449,okhotsk,66,RU,1571094938,53,59.36,143.24,18.19,18.5
450,rio verde de mato grosso,44,BR,1571094939,79,-18.92,-54.84,74.23,4.59
451,luderitz,56,NA,1571094939,48,-26.65,15.16,66.2,12.75
452,cienaga,75,CO,1571094940,83,11.01,-74.25,84.2,3.36
453,saldanha,5,PT,1571094940,88,41.42,-6.55,45.55,7.24
454,naryan-mar,100,RU,1571094940,96,67.67,53.09,34.65,9.53
455,nicoya,75,CR,1571094940,94,10.15,-85.45,75.2,8.05
456,kashan,0,IR,1571094941,55,33.99,51.44,60.8,1.12
457,manuk mangkaw,65,PH,1571094941,72,4.8,119.85,82.51,2.81
458,wattegama,83,LK,1571094941,92,7.35,80.68,71.64,1.66
459,miri,80,NG,1571094941,80,10.31,9.75,74.66,5.18
460,matagami,98,NG,1571094941,92,9.67,8.4,70.5,1.34
461,smithers,90,CA,1571094941,93,54.78,-127.17,35.6,4.7
462,sorland,100,NO,1571094942,64,67.67,12.69,45.36,11.59
463,yamada,75,JP,1571094942,93,36.58,137.08,60.8,2.24
464,inta,100,RU,1571094942,98,66.04,60.13,35.38,12.39
465,kutulik,15,RU,1571094942,65,53.35,102.79,31.44,5.49
466,kaeo,80,NZ,1571094943,100,-35.1,173.78,69.01,10.23
467,sun valley,1,US,1571094943,11,39.6,-119.78,71.6,5.82
468,atar,99,MR,1571094943,47,20.52,-13.05,84.65,12.53
469,yeppoon,75,AU,1571094943,57,-23.13,150.74,80.6,13.87
470,verkhnevilyuysk,86,RU,1571094943,91,63.45,120.31,16.45,7.15
471,monastyrshchina,21,RU,1571094944,90,54.35,31.84,52.07,10.33
472,xichang,93,CN,1571094944,95,27.88,102.25,44.83,3.66
473,nha trang,20,VN,1571094944,83,12.24,109.19,80.6,4.7
474,marienburg,88,DE,1571094944,93,52.12,9.98,63.0,8.05
475,tynda,92,RU,1571094944,64,55.15,124.74,27.63,7.62
476,mabaruma,100,GY,1571094945,97,8.2,-59.78,74.19,2.8
477,linxia,100,CN,1571094945,94,35.6,103.21,35.01,1.92
478,lamar,1,US,1571094945,8,38.09,-102.62,82.4,6.93
479,fukue,20,JP,1571094945,56,35.03,136.69,68.0,21.92
480,yovon,40,TJ,1571094945,71,38.32,69.05,50.0,2.24
481,segovia,20,ES,1571094945,66,40.95,-4.12,51.8,11.41
482,kitgum,85,UG,1571094946,92,3.3,32.88,65.05,0.39
483,tessalit,9,ML,1571094946,20,20.2,1.01,87.3,9.41
484,boyolangu,93,ID,1571094946,75,-8.09,111.9,77.92,9.2
485,muriti,78,TZ,1571094946,71,-1.99,32.93,72.7,5.82
486,maturin,68,VE,1571094946,94,9.75,-63.18,75.88,5.32
487,rio branco,75,BR,1571094946,100,-9.98,-67.82,77.0,11.41
488,lata,0,IN,1571094947,66,30.78,78.62,26.42,1.63
489,naze,85,NG,1571094947,97,5.43,7.07,73.71,4.52
490,tarakan,75,ID,1571094947,94,3.3,117.63,78.8,3.36
491,nortelandia,63,BR,1571094947,78,-14.45,-56.8,74.32,3.33
492,kloulklubed,75,PW,1571094947,83,7.04,134.26,82.4,6.93
493,nizwa,0,OM,1571094948,51,22.93,57.53,72.18,3.35
494,sampit,86,ID,1571094948,69,-2.54,112.95,82.81,2.21
495,namatanai,88,PG,1571094948,72,-3.66,152.44,83.05,2.51
496,uarini,75,BR,1571094948,94,-2.98,-65.16,75.2,4.7
497,yangambi,53,CD,1571094948,95,0.77,24.47,70.48,1.95
498,kadoma,75,JP,1571094948,82,34.73,135.6,68.0,10.37
499,summerville,1,US,1571094949,78,33.02,-80.17,78.01,3.32
500,lubango,100,AO,1571094949,80,-14.92,13.49,63.95,3.32
501,springfield,20,US,1571094949,66,42.1,-72.59,63.0,4.61
502,nguru,48,NG,1571094949,25,12.88,10.45,87.01,8.86
503,los llanos de aridane,90,ES,1571094949,64,28.66,-17.92,71.6,6.93
504,kintinku,3,TZ,1571094949,64,-5.89,35.22,72.0,3.9
505,kaabong,30,UG,1571094950,77,3.51,34.14,65.93,8.29
506,salantai,65,LT,1571094950,93,56.06,21.57,53.6,1.12
507,derzhavinsk,30,KZ,1571094950,81,51.1,66.31,42.15,13.39
508,spornoye,8,RU,1571094950,79,50.84,37.29,53.98,11.34
509,uige,100,AO,1571094950,97,-7.61,15.06,68.94,2.19
510,simao,75,CN,1571094950,93,22.76,100.79,58.86,2.42
511,venkatagiri,100,IN,1571094951,84,13.96,79.58,77.95,0.5
512,cockburn town,40,TC,1571094951,79,21.46,-71.14,84.2,6.93
513,axim,43,GH,1571094951,96,4.87,-2.24,74.53,3.71
514,ust-nera,100,RU,1571094951,90,64.57,143.24,5.95,2.85
515,bambous virieux,40,MU,1571094951,94,-20.34,57.76,68.0,6.93
516,requena,3,ES,1571094952,45,39.49,-1.1,68.0,11.41
517,huilong,100,CN,1571094952,92,31.15,106.5,59.74,5.79
518,juneau,90,US,1571094952,45,58.3,-134.42,45.0,17.22
519,sorong,69,ID,1571094952,74,-0.86,131.25,83.12,1.85
520,samarkand,0,UZ,1571094952,70,39.65,66.98,46.4,4.7
521,talcahuano,75,CL,1571094952,82,-36.72,-73.12,57.2,19.46
522,utete,14,TZ,1571094953,96,-7.99,38.76,72.01,0.51
523,nome,90,US,1571094953,88,30.04,-94.42,81.0,10.29
524,kondopoga,87,RU,1571094953,71,62.21,34.27,36.36,7.91
525,mbandaka,17,CD,1571094953,88,0.05,18.26,71.65,2.12
526,mach,0,PK,1571094953,20,29.87,67.33,69.31,8.55
527,cam ranh,20,VN,1571094953,83,11.92,109.15,80.6,4.7
528,nikolayevsk-na-amure,97,RU,1571094954,43,53.14,140.72,31.17,15.04
529,nchelenge,28,ZM,1571094954,72,-9.35,28.74,75.07,5.25
530,vestmannaeyjar,100,IS,1571094954,83,63.44,-20.27,47.28,43.65
531,clyde river,90,CA,1571094954,64,70.47,-68.59,33.8,9.17
532,mizan teferi,80,ET,1571094954,94,6.99,35.58,59.97,3.69
533,mayumba,100,GA,1571094954,87,-3.44,10.65,75.92,0.74
534,marsabit,22,KE,1571094955,66,2.34,37.99,74.79,15.75
535,wajima,20,JP,1571094955,67,37.4,136.9,57.2,6.93
536,baykit,100,RU,1571094955,97,61.68,96.39,34.09,3.22
537,la puebla del rio,9,ES,1571094955,72,37.27,-6.06,62.6,5.82
538,algiers,90,US,1571094955,74,29.94,-90.04,78.8,6.93
539,vila,75,IT,1571094956,87,45.18,8.4,63.0,1.12
540,treinta y tres,100,UY,1571094956,75,-33.23,-54.39,49.17,11.39
541,guaraniacu,40,BR,1571094956,61,-25.1,-52.88,78.8,8.05
542,san joaquin,90,PH,1571094956,72,10.59,122.14,81.63,6.56
543,rio grande,90,BR,1571094957,100,-32.03,-52.1,53.6,8.05
544,nyurba,9,RU,1571094957,92,63.29,118.35,16.36,3.89
545,bridgetown,25,AU,1571094957,98,-33.96,116.14,46.0,1.99
